vocab,reading,english,my_meaning,example_jp,example_en,example,lesson,section,page,textbook
車掌,しゃしょう,conductor,,,,,10,知って楽しむ,19,できる日本語 中級 本冊
土地,とち,countryside,,,,,10,知って楽しむ,19,できる日本語 中級 本冊
ハーモニカ,,harmonica,,,,,10,知って楽しむ,19,できる日本語 中級 本冊
乗客,じょうきゃく,passenger,,,,,10,知って楽しむ,19,できる日本語 中級 本冊
ハプニング,,something unexpected,,,,,10,知って楽しむ,19,できる日本語 中級 本冊
思いがけない,おもいがけない,unforeseen,,,,,10,知って楽しむ,19,できる日本語 中級 本冊
出来事,できごと,incident,,,,,10,知って楽しむ,19,できる日本語 中級 本冊
向かい合う,むかいあう,to sit across from,,,,,10,知って楽しむ,19,できる日本語 中級 本冊
フリー切符,フリーきっぷ,unlimited ride ticket,,,,,10,知って楽しむ,19,できる日本語 中級 本冊
乗り降り・する,のりおり・する,to hop on and hop off,,,,,10,知って楽しむ,19,できる日本語 中級 本冊
配布・する,はいふ・する,to distribute,,,,,10,知って楽しむ,19,できる日本語 中級 本冊
観光マップ,かんこうマップ,sightseeing map,,,,,10,知って楽しむ,19,できる日本語 中級 本冊
書き込む,かきこむ,to write down,,,,,10,知って楽しむ,19,できる日本語 中級 本冊
ときには,,from time to time,,,,,10,知って楽しむ,19,できる日本語 中級 本冊
薦める,すすめる,to recommend,,,,,10,知って楽しむ,19,できる日本語 中級 本冊
世界自然遺産,せかいしぜんいさん,World Natural Heritage Site,,,,,10,1,19,できる日本語 中級 本冊
～発,はつ,departing,,羽田発,departing Haneda,,10,1,19,できる日本語 中級 本冊
地元,じもと,local,,,,,10,1,19,できる日本語 中級 本冊
豊かさ,ゆたかさ,richness,,,,,10,1,19,できる日本語 中級 本冊
見どころ,みどころ,highlight,,,,,10,1,19,できる日本語 中級 本冊
杉,すぎ,Japanese cedar,,,,,10,1,19,できる日本語 中級 本冊
トレッキング・する,,to go trekking,,,,,10,1,19,できる日本語 中級 本冊
所要時間,しょようじかん,time required,,,,,10,1,19,できる日本語 中級 本冊
歩行距離,ほこうきょり,walking distance,,,,,10,1,19,できる日本語 中級 本冊
往復・する,おうふく・する,to make a round trip,,,,,10,1,19,できる日本語 中級 本冊
樹齢,じゅれい,age of a tree,,,,,10,1,19,できる日本語 中級 本冊
神秘的（な）,しんぴてき,mysterious,,,,,10,1,19,できる日本語 中級 本冊
姿,すがた,appearance,,,,,10,1,19,できる日本語 中級 本冊
言い表す,いいあらわす,to describe,,,,,10,1,19,できる日本語 中級 本冊
モデル,,model,,,,,10,1,19,できる日本語 中級 本冊
森,もり,forest,,,,,10,1,19,できる日本語 中級 本冊
日常,にちじょう,everyday,,,,,10,1,19,できる日本語 中級 本冊
海の幸,うみのさち,the bounty of the sea,,,,,10,1,19,できる日本語 中級 本冊
山の幸,やまのさち,the bounty of the land,,,,,10,1,19,できる日本語 中級 本冊
民宿,みんしゅく,guest house,,,,,10,1,19,できる日本語 中級 本冊
味わう,あじわう,to savor,,,,,10,1,19,できる日本語 中級 本冊
頂上,ちょうじょう,summit,,,,,10,1,19,できる日本語 中級 本冊
朝日,あさひ,the sunrise,,,,,10,1,19,できる日本語 中級 本冊
積もる,つもる,"to accumulate, to pile up",,,,,10,1,19,できる日本語 中級 本冊
おやつ,,snack,,,,,10,1,19,できる日本語 中級 本冊
おつまみ,,snack (to eat with a beer or other drink),,,,,10,1,19,できる日本語 中級 本冊
通る,とおる,to be supplied with (electricity),,電気が通る,to be supplied with electricity,,10,1,19,できる日本語 中級 本冊
日帰り・する,ひがえり・する,to take a day trip,,,,,10,1,19,できる日本語 中級 本冊
滝,たき,waterfall,,,,,10,1,19,できる日本語 中級 本冊
食材,しょくざい,ingredients,,,,,10,1,19,できる日本語 中級 本冊
門,もん,gate,,,,,10,1,19,できる日本語 中級 本冊
国宝,こくほう,national treasure,,,,,10,1,19,できる日本語 中級 本冊
指定・する,してい・する,to designate,,,,,10,1,19,できる日本語 中級 本冊
全体,ぜんたい,overall,,,,,10,1,19,できる日本語 中級 本冊
彫刻・する,ちょうこく・する,to carve,,,,,10,1,19,できる日本語 中級 本冊
彫る,ほる,to carve,,,,,10,1,19,できる日本語 中級 本冊
豪華さ,ごうかさ,splendor,,,,,10,1,19,できる日本語 中級 本冊
名所,めいしょ,famous spot,,,,,10,1,19,できる日本語 中級 本冊
まるで,,"as though, just as if",,,,,10,1,19,できる日本語 中級 本冊
絵の具,えのぐ,paints,,,,,10,2,19,できる日本語 中級 本冊
カラフル（な）,,colorful,,,,,10,2,19,できる日本語 中級 本冊
トンネル,,tunnel,,,,,10,2,19,できる日本語 中級 本冊
一気に,いっきに,all at once,,,,,10,2,19,できる日本語 中級 本冊
流れ落ちる,ながれおちる,to flow down,,,,,10,2,19,できる日本語 中級 本冊
迫力満点,はくりょくまんてん,full impact,,,,,10,2,19,できる日本語 中級 本冊
ごうごう,,roaring,,,,,10,2,19,できる日本語 中級 本冊
鯱,しゃちほこ,shachihoko (mythical carp ornament),,,,,10,2,19,できる日本語 中級 本冊
～世紀,せいき,century,,17世紀,17th century,,10,2,19,できる日本語 中級 本冊
代表・する,だいひょう・する,to represent,,,,,10,2,19,できる日本語 中級 本冊
誇り,ほこり,pride,,,,,10,2,19,できる日本語 中級 本冊
戦争・する,せんそう・する,to go to war,,,,,10,2,19,できる日本語 中級 本冊
天守閣,てんしゅかく,castle tower,,,,,10,2,19,できる日本語 中級 本冊
再び,ふたたび,again,,,,,10,2,19,できる日本語 中級 本冊
金,きん,gold,,,,,10,2,19,できる日本語 中級 本冊
上り,のぼり,northbound,,,,,10,2,19,できる日本語 中級 本冊
列車,れっしゃ,train,,,,,10,2,19,できる日本語 中級 本冊
発車・する,はっしゃ・する,to depart (vehicle),,,,,10,2,19,できる日本語 中級 本冊
カーディガン,,cardigan,,,,,10,3,20,できる日本語 中級 本冊
奥,おく,inside,,,,,10,3,20,できる日本語 中級 本冊
もしかしたら,,maybe,,,,,10,3,20,できる日本語 中級 本冊
ございます,,(we) have (it),,,,,10,3,20,できる日本語 中級 本冊
着払い,ちゃくばらい,COD (cash on delivery),,,,,10,3,20,できる日本語 中級 本冊
宅配便,たくはいびん,courier service,,,,,10,3,20,できる日本語 中級 本冊
グレー,,grey,,,,,10,3,20,できる日本語 中級 本冊
胸,むね,chest,,,,,10,3,20,できる日本語 中級 本冊
マーク,,emblem,,,,,10,3,20,できる日本語 中級 本冊
まだまだ,,still…yet,,,,,10,3,20,できる日本語 中級 本冊
請求・する,せいきゅう・する,to invoice,,,,,10,3,20,できる日本語 中級 本冊
洗面台,せんめんだい,(bathroom) sink,,,,,10,3,20,できる日本語 中級 本冊
車内,しゃない,"inside a train, etc.",,,,,10,4,20,できる日本語 中級 本冊
座席,ざせき,seat,,,,,10,4,20,できる日本語 中級 本冊
鉄道,てつどう,railway,,,,,10,4,20,できる日本語 中級 本冊
グリーン車,グリーンしゃ,1st class carriage,,,,,10,4,20,できる日本語 中級 本冊
販売・する,はんばい・する,to sell,,,,,10,4,20,できる日本語 中級 本冊
停車・する,ていしゃ・する,to stop (train),,,,,10,4,20,できる日本語 中級 本冊
時刻,じこく,time,,,,,10,4,20,できる日本語 中級 本冊
禁煙・する,きんえん・する,to stop smoking,,,,,10,4,20,できる日本語 中級 本冊
デッキ,,deck,,,,,10,4,20,できる日本語 中級 本冊
通話・する,つうわ・する,to make a call,,,,,10,4,20,できる日本語 中級 本冊
なお,,"also, as well",,,,,10,4,20,できる日本語 中級 本冊
満席,まんせき,fully booked,,,,,10,4,20,できる日本語 中級 本冊
いたす,,to do (humble),,,,,10,4,20,できる日本語 中級 本冊
あらかじめ,,in advance,,,,,10,4,20,できる日本語 中級 本冊
了承・する,りょうしょう・する,"to note, to understand",,,,,10,4,20,できる日本語 中級 本冊
心より,こころより,from the bottom of one's heart,,,,,10,4,20,できる日本語 中級 本冊
車両,しゃりょう,carriage,,,,,10,4,20,できる日本語 中級 本冊
内回り,うちまわり,inner circle,,,,,10,4,20,できる日本語 中級 本冊
見合わせる,みあわせる,to postpone,,,,,10,4,20,できる日本語 中級 本冊
尋ねる,たずねる,to ask,,,,,10,4,20,できる日本語 中級 本冊
幸運（な）,こううん,lucky,,,,,10,5,20,できる日本語 中級 本冊
雲,くも,cloud,,,,,10,5,20,できる日本語 中級 本冊
早速,さっそく,straight away,,,,,10,5,20,できる日本語 中級 本冊
路面電車,ろめんでんしゃ,tram,,,,,10,5,20,できる日本語 中級 本冊
天井,てんじょう,ceiling,,,,,10,5,20,できる日本語 中級 本冊
満足（な）,まんぞく,satisfying,,,,,10,5,20,できる日本語 中級 本冊
～ぶりに,,the first time in,,10年ぶりに,the first time in 10 years,,10,5,20,できる日本語 中級 本冊
再会・する,さいかい・する,"to reunite, to meet again",,,,,10,5,20,できる日本語 中級 本冊
さすが,,as one would expect,,,,,10,5,20,できる日本語 中級 本冊
香り,かおり,aroma,,,,,10,5,20,できる日本語 中級 本冊
旅行記,りょこうき,travel journal,,,,,10,5,20,できる日本語 中級 本冊
