vocab,reading,english,my_meaning,example_jp,example_en,example,lesson,section,page,textbook
きっかけ,,ice breaker,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
中心,ちゅうしん,center,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
立場,たちば,position,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
試す,ためす,try (out),,,,,1,知って楽しむ,1,できる日本語 中級 本冊
あなた,,You,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
旅・する,たび・する,to travel,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
お供,おとも,companion,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
動物,どうぶつ,animal,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
羊,ひつじ,sheep,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
馬,うま,horse,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
ライオン,,lion,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
牛,うし,cow,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
協力・する,きょうりょく・する,to cooperate,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
さて,,"so, well",,,,,1,知って楽しむ,1,できる日本語 中級 本冊
順に,じゅんに,"in order, in turn",,,,,1,知って楽しむ,1,できる日本語 中級 本冊
手放す,てばなす,let go,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
なぜ,,why,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
付ける,つける,to give (a number),,番号を付ける,to give a number,,1,知って楽しむ,1,できる日本語 中級 本冊
それぞれ,,each,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
象徴・する,しょうちょう・する,to represent,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
財産,ざいさん,possessions,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
やわらか（な）,,soft,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
そば,,beside,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
ほっと,,"(to feel) relief, comfort",,,,,1,知って楽しむ,1,できる日本語 中級 本冊
移動・する,いどう・する,"to move, to travel",,,,,1,知って楽しむ,1,できる日本語 中級 本冊
手段,しゅだん,means,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
表す,あらわす,to represent,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
つまり,,in other words,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
困難（な）,こんなん,adversity,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
守る,まもる,to protect,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
たっぷり（な）,,full of,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
与える,あたえる,to give,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
順番,じゅんばん,order,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
人生,じんせい,life,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
出合う,であう,to encounter,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
自然（な）,しぜん,naturally,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
昔話,むかしばなし,folk tale,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
キジ,,pheasant,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
連れる,つれる,to take someone (with),,,,,1,知って楽しむ,1,できる日本語 中級 本冊
鬼退治,おにたいじ,ogre hunting,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
重大（な）,じゅうだい,"major, important",,,,,1,知って楽しむ,1,できる日本語 中級 本冊
種明かし,たねあかし,answer,,,,,1,知って楽しむ,1,できる日本語 中級 本冊
掲示板,けいじばん,noticeboard,,,,,1,1,1,できる日本語 中級 本冊
交流・する,こうりゅう・する,"to interact, to exchange",,,,,1,1,1,できる日本語 中級 本冊
協会,きょうかい,association,,,,,1,1,1,できる日本語 中級 本冊
ウェルカムパーティー,,welcome party,,,,,1,1,1,できる日本語 中級 本冊
広場,ひろば,"space, place",,,,,1,1,1,できる日本語 中級 本冊
日時,にちじ,date and time,,,,,1,1,1,できる日本語 中級 本冊
人数,にんずう,no. of people,,,,,1,1,1,できる日本語 中級 本冊
先着,せんちゃく,first,,,,,1,1,1,できる日本語 中級 本冊
～名,めい,people,,50名,50 people,,1,1,1,できる日本語 中級 本冊
または,,or,,,,,1,1,1,できる日本語 中級 本冊
当日,とうじつ,on the day,,,,,1,1,1,できる日本語 中級 本冊
支払う,しはらう,to pay,,,,,1,1,1,できる日本語 中級 本冊
雨天,うてん,rain,,,,,1,1,1,できる日本語 中級 本冊
就職活動・する,しゅうしょくかつどう・する,to job-hunt,,,,,1,1,1,できる日本語 中級 本冊
重要（な）,じゅうよう,important,,,,,1,1,1,できる日本語 中級 本冊
評価・する,ひょうか・する,to appreciate,,,,,1,1,1,できる日本語 中級 本冊
年々,ねんねん,year after year,,,,,1,1,1,できる日本語 中級 本冊
高まる,たかまる,to increase,,,,,1,1,1,できる日本語 中級 本冊
金額,きんがく,amount (of money),,,,,1,1,1,できる日本語 中級 本冊
領収書,りょうしゅうしょ,receipt,,,,,1,1,1,できる日本語 中級 本冊
サイン・する,,to sign,,,,,1,1,1,できる日本語 中級 本冊
完成・する,かんせい・する,to complete,,,,,1,1,1,できる日本語 中級 本冊
～品,ひん,item,,完成品,completed item,,1,1,1,できる日本語 中級 本冊
工事・する,こうじ・する,to construct,,,,,1,1,1,できる日本語 中級 本冊
立てる,たてる,to make (noise),,音を立てる,to make noise,,1,1,1,できる日本語 中級 本冊
お知らせ,おしらせ,notice,,,,,1,2,2,できる日本語 中級 本冊
以前,いぜん,before,,,,,1,2,2,できる日本語 中級 本冊
できる,,to make (friends),,友達ができる,to make friends,,1,2,2,できる日本語 中級 本冊
ラッキー（な）,,lucky,,,,,1,2,2,できる日本語 中級 本冊
定員,ていいん,limit to the number of participants,,,,,1,2,2,できる日本語 中級 本冊
確か,たしか,if I'm not mistaken,,,,,1,2,2,できる日本語 中級 本冊
プリン,,(custard) pudding,,,,,1,2,2,できる日本語 中級 本冊
気分,きぶん,mood,,,,,1,2,2,できる日本語 中級 本冊
すっきり,,clear,,,,,1,2,2,できる日本語 中級 本冊
天気予報,てんきよほう,weather forecast,,,,,1,3,2,できる日本語 中級 本冊
キャスター,,newscaster,,,,,1,3,2,できる日本語 中級 本冊
気象予報士,きしょうよほうし,weather forecaster,,,,,1,3,2,できる日本語 中級 本冊
青空,あおぞら,clear sky,,,,,1,3,2,できる日本語 中級 本冊
広がる,ひろがる,to prevail,,,,,1,3,2,できる日本語 中級 本冊
日中,にっちゅう,during the day,,,,,1,3,2,できる日本語 中級 本冊
最高,さいこう,highest,,,,,1,3,2,できる日本語 中級 本冊
見込み,みこみ,expectation,,,,,1,3,2,できる日本語 中級 本冊
汗ばむ,あせばむ,to bring out a slight sweat,,,,,1,3,2,できる日本語 中級 本冊
陽気,ようき,warm,,,,,1,3,2,できる日本語 中級 本冊
～日和,びより,perfect weather,,洗濯日和,perfect weather for doing laundry,,1,3,2,できる日本語 中級 本冊
星空,ほしぞら,starry sky,,,,,1,3,2,できる日本語 中級 本冊
のち,,later,,,,,1,3,2,できる日本語 中級 本冊
前日,ぜんじつ,the day before,,,,,1,3,2,できる日本語 中級 本冊
午前中,ごぜんちゅう,in the morning,,,,,1,3,2,できる日本語 中級 本冊
続く,つづく,to continue,,,,,1,3,2,できる日本語 中級 本冊
折りたたみ傘,おりたたみがさ,folding umbrella,,,,,1,3,2,できる日本語 中級 本冊
平年,へいねん,average year,,,,,1,3,2,できる日本語 中級 本冊
～並,なみ,equal to,,平年並,equal to an average year,,1,3,2,できる日本語 中級 本冊
予想・する,よそう・する,to expect,,,,,1,3,2,できる日本語 中級 本冊
肌寒い,はださむい,chilly,,,,,1,3,2,できる日本語 中級 本冊
感じる,かんじる,to feel,,,,,1,3,2,できる日本語 中級 本冊
連休,れんきゅう,holiday weekend,,,,,1,3,2,できる日本語 中級 本冊
～地方,ちほう,region,,東北地方,Tohoku region,,1,3,2,できる日本語 中級 本冊
関東,かんとう,Kanto,,,,,1,3,2,できる日本語 中級 本冊
崩れる,くずれる,to get worse,,天気が崩れる,the weather gets worse,,1,3,2,できる日本語 中級 本冊
各地,かくち,"everywhere, all over the place",,,,,1,3,2,できる日本語 中級 本冊
助かる,たすかる,to be helped,,,,,1,3,2,できる日本語 中級 本冊
しっかりする,,to be reliable,,彼はしっかりしている,he is reliable,,1,4,2,できる日本語 中級 本冊
実は,じつは,in reality,,,,,1,4,2,できる日本語 中級 本冊
おっちょこちょい（な）,,scatter-brained,,,,,1,4,2,できる日本語 中級 本冊
性格,せいかく,character,,,,,1,4,2,できる日本語 中級 本冊
ハッピー（な）,,happy,,,,,1,4,2,できる日本語 中級 本冊
ストーリー,,story,,,,,1,4,2,できる日本語 中級 本冊
イギリス,,the UK,,,,,1,4,2,できる日本語 中級 本冊
気が短い,きがみじかい,to have a short temper,,,,,1,4,2,できる日本語 中級 本冊
怒る,おこる,to get angry,,,,,1,4,2,できる日本語 中級 本冊
行動・する,こうどう・する,behavior,,,,,1,4,2,できる日本語 中級 本冊
ずいぶん,,"rather, awfully",,,,,1,4,2,できる日本語 中級 本冊
欠点,けってん,shortcoming,,,,,1,4,2,できる日本語 中級 本冊
周り,まわり,around,,,,,1,4,2,できる日本語 中級 本冊
交換・する,こうかん・する,to exchange,,,,,1,4,2,できる日本語 中級 本冊
行列・する,ぎょうれつ・する,"to line, to queue",,,,,2,知って楽しむ,3,できる日本語 中級 本冊
評判,ひょうばん,reputation,,,,,2,知って楽しむ,3,できる日本語 中級 本冊
加わる,くわわる,to join,,,,,2,知って楽しむ,3,できる日本語 中級 本冊
～感,かん,sense,,安心感,sense of security,,2,知って楽しむ,3,できる日本語 中級 本冊
つながる,,to lead to,,,,,2,知って楽しむ,3,できる日本語 中級 本冊
関西,かんさい,Kansai,,,,,2,知って楽しむ,3,できる日本語 中級 本冊
印象,いんしょう,impression,,,,,2,知って楽しむ,3,できる日本語 中級 本冊
ある～,,a certain,,ある留学生,a certain overseas student,,2,知って楽しむ,3,できる日本語 中級 本冊
思ったより,おもったより,more than I had imagined,,,,,2,知って楽しむ,3,できる日本語 中級 本冊
拒否・する,きょひ・する,to resist,,,,,2,知って楽しむ,3,できる日本語 中級 本冊
舌,した,tongue,,,,,2,知って楽しむ,3,できる日本語 中級 本冊
グルメ番組,グルメばんぐみ,food program,,,,,2,知って楽しむ,3,できる日本語 中級 本冊
ランチ,,lunch,,,,,2,知って楽しむ,3,できる日本語 中級 本冊
リポーター,,reporter,,,,,2,知って楽しむ,3,できる日本語 中級 本冊
やっと,,finally,,,,,2,知って楽しむ,3,できる日本語 中級 本冊
メイン,,main course,,,,,2,知って楽しむ,3,できる日本語 中級 本冊
グラタン,,gratin,,,,,2,知って楽しむ,3,できる日本語 中級 本冊
お待たせいたしました,おまたせいたしました,thank you for waiting,,,,,2,知って楽しむ,3,できる日本語 中級 本冊
シェフ,,chef,,,,,2,知って楽しむ,3,できる日本語 中級 本冊
アナウンサー,,announcer,,,,,2,知って楽しむ,3,できる日本語 中級 本冊
好み,このみ,"taste, preference",,,,,2,知って楽しむ,3,できる日本語 中級 本冊
さまざま（な）,,"various, different",,,,,2,知って楽しむ,3,できる日本語 中級 本冊
マナー,,manners,,,,,2,知って楽しむ,3,できる日本語 中級 本冊
異なる,ことなる,to differ,,,,,2,知って楽しむ,3,できる日本語 中級 本冊
お役立ち情報,おやくだちじょうほう,useful information,,,,,2,2,3,できる日本語 中級 本冊
クーポン,,coupon,,,,,2,2,3,できる日本語 中級 本冊
サイト,,website,,,,,2,2,3,できる日本語 中級 本冊
予算,よさん,budget,,,,,2,2,3,できる日本語 中級 本冊
検索・する,けんさく・する,to search,,,,,2,2,3,できる日本語 中級 本冊
口コミ,くちコミ,word of mouth,,,,,2,2,3,できる日本語 中級 本冊
感想,かんそう,"impressions, thoughts",,,,,2,2,3,できる日本語 中級 本冊
比較・する,ひかく・する,to compare,,,,,2,2,3,できる日本語 中級 本冊
コメント・する,,to comment,,,,,2,2,3,できる日本語 中級 本冊
参考,さんこう,reference,,,,,2,2,3,できる日本語 中級 本冊
写真立て,しゃしんたて,photo frame,,,,,2,2,3,できる日本語 中級 本冊
アドレス,,address,,,,,2,2,3,できる日本語 中級 本冊
登録・する,とうろく・する,to register,,,,,2,2,3,できる日本語 中級 本冊
バーゲン,,sale,,,,,2,2,3,できる日本語 中級 本冊
安全（な）,あんぜん,safe,,,,,2,2,3,できる日本語 中級 本冊
メーカー,,manufacturer,,,,,2,3,3,できる日本語 中級 本冊
品,しな,product,,,,,2,3,3,できる日本語 中級 本冊
手に入る,てにはいる,"to get hold of, to acquire",,,,,2,3,3,できる日本語 中級 本冊
お買い得,おかいどく,"bargain, good buy",,,,,2,3,3,できる日本語 中級 本冊
お買い上げ,おかいあげ,purchase,,,,,2,3,3,できる日本語 中級 本冊
次回,じかい,next (time),,,,,2,3,3,できる日本語 中級 本冊
メンズ,,men's,,,,,2,3,3,できる日本語 中級 本冊
バッグ,,bag,,,,,2,3,3,できる日本語 中級 本冊
来店・する,らいてん・する,to visit a shop,,,,,2,3,3,できる日本語 中級 本冊
応募・する,おうぼ・する,to apply,,,,,2,3,3,できる日本語 中級 本冊
国内,こくない,domestic (in Japan),,,,,2,3,3,できる日本語 中級 本冊
在住・する,ざいじゅう・する,to reside,,,,,2,3,3,できる日本語 中級 本冊
閉店・する,へいてん・する,to close down,,,,,2,3,3,できる日本語 中級 本冊
出入り口,でいりぐち,"door, entrance/exit",,,,,2,3,3,できる日本語 中級 本冊
駐車・する,ちゅうしゃ・する,to park,,,,,2,3,3,できる日本語 中級 本冊
看板,かんばん,sign,,,,,2,3,3,できる日本語 中級 本冊
試着・する,しちゃく・する,to try on (clothes),,,,,2,4,3,できる日本語 中級 本冊
裾,すそ,hem,,,,,2,4,3,できる日本語 中級 本冊
～ほど,,around,,2時間ほど,around 2 hours,,2,4,3,できる日本語 中級 本冊
受け取る,うけとる,to collect,,,,,2,4,3,できる日本語 中級 本冊
～以降,いこう,after,,4時以降,after 4 o'clock,,2,4,3,できる日本語 中級 本冊
あいにく,,unfortunately,,,,,2,4,3,できる日本語 中級 本冊
キャンセル・する,,to cancel,,,,,2,4,3,できる日本語 中級 本冊
延期・する,えんき・する,to postpone,,,,,2,4,3,できる日本語 中級 本冊
組み立てる,くみたてる,to assemble,,,,,2,4,3,できる日本語 中級 本冊
家具,かぐ,furniture,,,,,2,4,3,できる日本語 中級 本冊
失敗・する,しっぱい・する,"to fail, to make a mistake",,,,,2,5,4,できる日本語 中級 本冊
福袋,ふくぶくろ,lucky bag,,,,,2,5,4,できる日本語 中級 本冊
品物,しなもの,goods,,,,,2,5,4,できる日本語 中級 本冊
ブランド,,brand,,,,,2,5,4,できる日本語 中級 本冊
フリーサイズ,,one size,,,,,2,5,4,できる日本語 中級 本冊
合う,あう,to fit (clothes size),,サイズが合う,the clothes size fits,,2,5,4,できる日本語 中級 本冊
中身,なかみ,contents,,,,,2,5,4,できる日本語 中級 本冊
振り仮名,ふりがな,furigana (reading printed beside kanji),,,,,2,5,4,できる日本語 中級 本冊
家電,かでん,consumer electronics,,,,,2,5,4,できる日本語 中級 本冊
エピソード集,エピソードしゅう,collection of anecdotes,,,,,2,5,4,できる日本語 中級 本冊
効率,こうりつ,efficiency,,,,,3,知って楽しむ,5,できる日本語 中級 本冊
アップ・する,,to increase,,,,,3,知って楽しむ,5,できる日本語 中級 本冊
管理・する,かんり・する,to manage,,,,,3,知って楽しむ,5,できる日本語 中級 本冊
～法,ほう,method,,管理法,management method,,3,知って楽しむ,5,できる日本語 中級 本冊
少しも,すこしも,not at all,,,,,3,知って楽しむ,5,できる日本語 中級 本冊
注目・する,ちゅうもく・する,to focus (on),,,,,3,知って楽しむ,5,できる日本語 中級 本冊
タイマー,,timer,,,,,3,知って楽しむ,5,できる日本語 中級 本冊
活用・する,かつよう・する,to utilize,,,,,3,知って楽しむ,5,できる日本語 中級 本冊
～力,りょく,power,,集中力,power of concentration,,3,知って楽しむ,5,できる日本語 中級 本冊
テクニック,,technique,,,,,3,知って楽しむ,5,できる日本語 中級 本冊
リスト,,list,,,,,3,知って楽しむ,5,できる日本語 中級 本冊
繰り返す,くりかえす,to repeat,,,,,3,知って楽しむ,5,できる日本語 中級 本冊
長め,ながめ,"longish, extended",,,,,3,知って楽しむ,5,できる日本語 中級 本冊
利点,りてん,"benefit, advantage",,,,,3,知って楽しむ,5,できる日本語 中級 本冊
終了・する,しゅうりょう・する,"to end, to complete",,,,,3,知って楽しむ,5,できる日本語 中級 本冊
アラーム,,alarm,,,,,3,知って楽しむ,5,できる日本語 中級 本冊
鳴る,なる,to ring,,,,,3,知って楽しむ,5,できる日本語 中級 本冊
つい,,"can't help, despite oneself",,,,,3,知って楽しむ,5,できる日本語 中級 本冊
スマートフォン,,smartphone,,,,,3,知って楽しむ,5,できる日本語 中級 本冊
関係,かんけい,relation,,,,,3,知って楽しむ,5,できる日本語 中級 本冊
どれだけ,,"how much, to what extent",,,,,3,知って楽しむ,5,できる日本語 中級 本冊
回数,かいすう,number of times,,,,,3,知って楽しむ,5,できる日本語 中級 本冊
しかも,,"moreover, furthermore",,,,,3,知って楽しむ,5,できる日本語 中級 本冊
～気,き,willingness,,やる気,willingness to do something,,3,知って楽しむ,5,できる日本語 中級 本冊
立てる,たてる,to create (a schedule),,スケジュールを立てる,to create a schedule,,3,知って楽しむ,5,できる日本語 中級 本冊
キッチン,,kitchen,,,,,3,知って楽しむ,5,できる日本語 中級 本冊
設定・する,せってい・する,to set,,,,,3,知って楽しむ,5,できる日本語 中級 本冊
ただ,,however,,,,,3,知って楽しむ,5,できる日本語 中級 本冊
受信・する,じゅしん・する,to receive,,,,,3,知って楽しむ,5,できる日本語 中級 本冊
気が散る,きがちる,to be distracted,,,,,3,知って楽しむ,5,できる日本語 中級 本冊
有効（な）,ゆうこう,efficient,,,,,3,1,5,できる日本語 中級 本冊
記事,きじ,article,,,,,3,1,5,できる日本語 中級 本冊
朝活,あさかつ,using the early morning for a particular activity,,,,,3,1,5,できる日本語 中級 本冊
もったいない,,wasteful,,,,,3,1,5,できる日本語 中級 本冊
解消・する,かいしょう・する,to relieve,,,,,3,1,5,できる日本語 中級 本冊
早起きは三文の徳,はやおきはさんもんのとく,the early bird catches the worm,,,,,3,1,5,できる日本語 中級 本冊
早朝,そうちょう,early morning,,,,,3,1,5,できる日本語 中級 本冊
ぴったり（な）,,perfect,,,,,3,1,5,できる日本語 中級 本冊
キャリアアップ・する,,career enhancement,,,,,3,1,5,できる日本語 中級 本冊
出勤・する,しゅっきん・する,to go to work,,,,,3,1,5,できる日本語 中級 本冊
講座,こうざ,course,,,,,3,1,5,できる日本語 中級 本冊
集中・する,しゅうちゅう・する,to concentrate,,,,,3,1,5,できる日本語 中級 本冊
筆者,ひっしゃ,writer,,,,,3,1,5,できる日本語 中級 本冊
初心者,しょしんしゃ,beginner,,,,,3,1,5,できる日本語 中級 本冊
信じる,しんじる,to believe,,,,,3,1,5,できる日本語 中級 本冊
山頂,さんちょう,summit,,,,,3,1,5,できる日本語 中級 本冊
近づく,ちかづく,to get close to,,,,,3,1,5,できる日本語 中級 本冊
眺め,ながめ,view,,,,,3,1,5,できる日本語 中級 本冊
一休み・する,ひとやすみ・する,to take a quick break,,,,,3,1,5,できる日本語 中級 本冊
リズム,,rhythm,,,,,3,2,5,できる日本語 中級 本冊
あっという間,あっというま,in the blink of an eye,,,,,3,2,5,できる日本語 中級 本冊
過ぎる,すぎる,to pass (time),,時間が過ぎる,time passes,,3,2,5,できる日本語 中級 本冊
だらだら,,"leisurely, idly",,,,,3,2,5,できる日本語 中級 本冊
振り返る,ふりかえる,"to reflect, look back on",,,,,3,2,5,できる日本語 中級 本冊
結構,けっこう,fairly,,,,,3,2,5,できる日本語 中級 本冊
浮かぶ,うかぶ,to come into (one's head),,頭に浮かぶ,to come into one's head,,3,2,5,できる日本語 中級 本冊
手帳,てちょう,notebook,,,,,3,2,5,できる日本語 中級 本冊
メモ・する,,"to make a note, to take a memo",,,,,3,2,5,できる日本語 中級 本冊
落ち着く,おちつく,to calm down,,,,,3,2,5,できる日本語 中級 本冊
余裕,よゆう,margin,,,,,3,2,5,できる日本語 中級 本冊
見直す,みなおす,to review,,,,,3,2,5,できる日本語 中級 本冊
また,,again,,,,,3,2,5,できる日本語 中級 本冊
宝物,たからもの,prized possession,,,,,3,3,6,できる日本語 中級 本冊
たまに,,sometimes,,,,,3,3,6,できる日本語 中級 本冊
通勤・する,つうきん・する,to commute,,,,,3,3,6,できる日本語 中級 本冊
貴重（な）,きちょう,precious,,,,,3,3,6,できる日本語 中級 本冊
まとめる,,to summarize,,,,,3,3,6,できる日本語 中級 本冊
楽しむ,たのしむ,to enjoy,,,,,3,4,6,できる日本語 中級 本冊
習い事,ならいごと,lessons,,,,,3,4,6,できる日本語 中級 本冊
公民館,こうみんかん,community center,,,,,3,4,6,できる日本語 中級 本冊
太鼓,たいこ,(Japanese) drum,,,,,3,4,6,できる日本語 中級 本冊
せっかく,,since (I) made such an effort to,,,,,3,4,6,できる日本語 中級 本冊
だったら,,in that case,,,,,3,4,6,できる日本語 中級 本冊
実際に,じっさいに,actually,,,,,3,4,6,できる日本語 中級 本冊
筆箱,ふでばこ,pencil case,,,,,3,4,6,できる日本語 中級 本冊
悪いけど,わるいけど,sorry but,,,,,3,4,6,できる日本語 中級 本冊
グラス,,glass,,,,,3,4,6,できる日本語 中級 本冊
かける,,to address (talk to) someone,,声をかける,to talk to someone,,3,4,6,できる日本語 中級 本冊
公共,こうきょう,public,,,,,4,知って楽しむ,7,できる日本語 中級 本冊
損（な）,そん,(a) waste,,,,,4,知って楽しむ,7,できる日本語 中級 本冊
定期的（な）,ていきてき,regular,,,,,4,知って楽しむ,7,できる日本語 中級 本冊
上映・する,じょうえい・する,to show (a film),,,,,4,知って楽しむ,7,できる日本語 中級 本冊
ミニ,,mini,,,,,4,知って楽しむ,7,できる日本語 中級 本冊
絵画,かいが,painting,,,,,4,知って楽しむ,7,できる日本語 中級 本冊
スペース,,space,,,,,4,知って楽しむ,7,できる日本語 中級 本冊
格安（な）,かくやす,"cheap, reasonable",,,,,4,知って楽しむ,7,できる日本語 中級 本冊
仲間,なかま,(group of) friends,,,,,4,知って楽しむ,7,できる日本語 中級 本冊
計画・する,けいかく・する,to plan,,,,,4,知って楽しむ,7,できる日本語 中級 本冊
さらに,,furthermore,,,,,4,知って楽しむ,7,できる日本語 中級 本冊
工夫・する,くふう・する,to be creative,,,,,4,知って楽しむ,7,できる日本語 中級 本冊
タイムスリップ・する,,to be transported back in time,,,,,4,知って楽しむ,7,できる日本語 中級 本冊
科学,かがく,science,,,,,4,知って楽しむ,7,できる日本語 中級 本冊
知識,ちしき,knowledge,,,,,4,知って楽しむ,7,できる日本語 中級 本冊
増やす,ふやす,to increase,,,,,4,知って楽しむ,7,できる日本語 中級 本冊
芸術,げいじゅつ,art,,,,,4,知って楽しむ,7,できる日本語 中級 本冊
鑑賞・する,かんしょう・する,to appreciate,,,,,4,知って楽しむ,7,できる日本語 中級 本冊
マニア,,enthusiast,,,,,4,知って楽しむ,7,できる日本語 中級 本冊
喜ぶ,よろこぶ,to be pleased,,,,,4,知って楽しむ,7,できる日本語 中級 本冊
詳しい,くわしい,detailed,,,,,4,知って楽しむ,7,できる日本語 中級 本冊
解説・する,かいせつ・する,explanation,,,,,4,知って楽しむ,7,できる日本語 中級 本冊
なるほど,,I see,,,,,4,知って楽しむ,7,できる日本語 中級 本冊
納得・する,なっとく・する,"to be won over, satisfied",,,,,4,知って楽しむ,7,できる日本語 中級 本冊
事前に,じぜんに,in advance,,,,,4,知って楽しむ,7,できる日本語 中級 本冊
専門家,せんもんか,expert,,,,,4,知って楽しむ,7,できる日本語 中級 本冊
和紙,わし,Japanese paper,,,,,4,知って楽しむ,7,できる日本語 中級 本冊
織物,おりもの,textiles,,,,,4,知って楽しむ,7,できる日本語 中級 本冊
身近（な）,みぢか,"nearby, close",,,,,4,知って楽しむ,7,できる日本語 中級 本冊
市町村,しちょうそん,"cities, towns and villages",,,,,4,知って楽しむ,7,できる日本語 中級 本冊
貸し出し,かしだし,lending out,,,,,4,1,7,できる日本語 中級 本冊
本人,ほんにん,the person in question,,,,,4,1,7,できる日本語 中級 本冊
例えば,たとえば,for example,,,,,4,1,7,できる日本語 中級 本冊
自宅,じたく,home,,,,,4,1,7,できる日本語 中級 本冊
郵便物,ゆうびんぶつ,mail (postal),,,,,4,1,7,できる日本語 中級 本冊
かまわない,,it doesn't matter,,,,,4,1,7,できる日本語 中級 本冊
日当たり,ひあたり,exposure to the sun,,,,,4,1,7,できる日本語 中級 本冊
パスワード,,password,,,,,4,1,7,できる日本語 中級 本冊
職員,しょくいん,member of staff,,,,,4,1,7,できる日本語 中級 本冊
管理人,かんりにん,"concierge, (building) manager",,,,,4,2,7,できる日本語 中級 本冊
解決・する,かいけつ・する,"to solve, to resolve",,,,,4,2,7,できる日本語 中級 本冊
ゆうべ,,last night,,,,,4,2,7,できる日本語 中級 本冊
できたら,,if possible,,,,,4,2,7,できる日本語 中級 本冊
伺う,うかがう,to ask,,,,,4,2,7,できる日本語 中級 本冊
通路,つうろ,"corridor, hallway",,,,,4,2,7,できる日本語 中級 本冊
切れる,きれる,"to go out (light, lamp)",,電気が切れる,the light goes out,,4,2,7,できる日本語 中級 本冊
取り換える,とりかえる,to replace,,,,,4,2,7,できる日本語 中級 本冊
ようこそ,,welcome,,,,,4,3,7,できる日本語 中級 本冊
トレーニング・する,,to train,,,,,4,3,7,できる日本語 中級 本冊
在勤・する,ざいきん・する,"to be working at (a company, etc.)",,,,,4,3,7,できる日本語 中級 本冊
在学・する,ざいがく・する,"to be attending (a school, etc.)",,,,,4,3,7,できる日本語 中級 本冊
講習,こうしゅう,course,,,,,4,3,7,できる日本語 中級 本冊
器具,きぐ,equipment,,,,,4,3,7,できる日本語 中級 本冊
有無,うむ,with or without,,,,,4,3,7,できる日本語 中級 本冊
指導・する,しどう・する,"to instruct, to guide",,,,,4,3,7,できる日本語 中級 本冊
通年,つうねん,all year round,,,,,4,3,7,できる日本語 中級 本冊
ヨガ,,yoga,,,,,4,3,7,できる日本語 中級 本冊
卓球,たっきゅう,table tennis,,,,,4,3,7,できる日本語 中級 本冊
バレーボール,,volleyball,,,,,4,3,7,できる日本語 中級 本冊
各～,かく,each,,各20人,20 people each,,4,3,7,できる日本語 中級 本冊
シューズ,,shoes,,,,,4,3,7,できる日本語 中級 本冊
持参・する,じさん・する,to bring something (with you),,,,,4,3,7,できる日本語 中級 本冊
年齢,ねんれい,age,,,,,4,3,7,できる日本語 中級 本冊
性別,せいべつ,gender,,,,,4,3,7,できる日本語 中級 本冊
返事・する,へんじ・する,to reply,,,,,4,3,7,できる日本語 中級 本冊
天候,てんこう,weather,,,,,4,3,7,できる日本語 中級 本冊
到着・する,とうちゃく・する,to arrive,,,,,4,3,7,できる日本語 中級 本冊
施設,しせつ,facility,,,,,4,3,7,できる日本語 中級 本冊
様子,ようす,appearance,,,,,4,4,8,できる日本語 中級 本冊
特徴,とくちょう,feature(s),,,,,4,4,8,できる日本語 中級 本冊
ロビー,,lobby,,,,,4,4,8,できる日本語 中級 本冊
寄る,よる,to drop in,,,,,4,4,8,できる日本語 中級 本冊
ソファ,,sofa,,,,,4,4,8,できる日本語 中級 本冊
ギャラリー,,gallery,,,,,4,4,8,できる日本語 中級 本冊
作品,さくひん,"work (picture/painting, etc.)",,,,,4,4,8,できる日本語 中級 本冊
展示・する,てんじ・する,to exhibit,,,,,4,4,8,できる日本語 中級 本冊
ラケット,,racket,,,,,4,4,8,できる日本語 中級 本冊
