vocab,reading,english,my_meaning,example_jp,example_en,example,lesson,section,page,textbook
アンケート・する,,take a survey,,,,,15,1,24,できる日本語 初中級 本冊
インタビュー・する,,interview,,,,,15,1,24,できる日本語 初中級 本冊
発表・する,はっぴょう・する,announce,,,,,15,1,24,できる日本語 初中級 本冊
来日・する,らいにち・する,visit Japan,,,,,15,1,24,できる日本語 初中級 本冊
流行・する,りゅうこう・する,"become fashionable, popular",,,,,15,1,24,できる日本語 初中級 本冊
過ごす,すごす,spend time,,,,,15,1,24,できる日本語 初中級 本冊
比べる,くらべる,compare,,,,,15,1,24,できる日本語 初中級 本冊
汚い,きたない,dirty,,,,,15,1,24,できる日本語 初中級 本冊
ほとんど,,hardly,,,,,15,1,24,できる日本語 初中級 本冊
クッキー,,cookie,,,,,15,2,24,できる日本語 初中級 本冊
輸出・する,ゆしゅつ・する,export,,,,,15,2,24,できる日本語 初中級 本冊
インフルエンザ,,"flu, influenza",,,,,15,2,24,できる日本語 初中級 本冊
円高,えんだか,"strong yen, yen appreciation",,,,,15,2,24,できる日本語 初中級 本冊
気温,きおん,air temperature,,,,,15,2,24,できる日本語 初中級 本冊
立入禁止,たちいりきんし,entry prohibited,,,,,15,2,24,できる日本語 初中級 本冊
南極,なんきょく,south pole,,,,,15,2,24,できる日本語 初中級 本冊
北極,ほっきょく,north pole,,,,,15,2,24,できる日本語 初中級 本冊
ダウンロード・する,,download,,,,,15,2,24,できる日本語 初中級 本冊
進む,すすむ,"move forward, advance",,研究が進む。,The research moves forward.,,15,2,24,できる日本語 初中級 本冊
溶ける,とける,melt,,,,,15,2,24,できる日本語 初中級 本冊
減る,へる,"decrease, reduce in number",,,,,15,2,24,できる日本語 初中級 本冊
欠席・する,けっせき・する,"be absent, not attend",,,,,15,2,24,できる日本語 初中級 本冊
危険（な）,きけん,"dangerous, hazardous",,,,,15,2,24,できる日本語 初中級 本冊
大変,たいへん,very,,,,,15,2,24,できる日本語 初中級 本冊
しかし,,"however, but",,,,,15,2,24,できる日本語 初中級 本冊
どんどん,,more and more,,,,,15,2,24,できる日本語 初中級 本冊
～によると,,according to ~,,,,,15,2,24,できる日本語 初中級 本冊
いろんな,,various,,,,,15,もう一度聞こう,24,できる日本語 初中級 本冊
約,やく,"about, approximately",,,,,15,もう一度聞こう,24,できる日本語 初中級 本冊
（お）礼,れい,"thanks, appreciation",,,,,15,もう一度聞こう,24,できる日本語 初中級 本冊
