vocab,reading,english,my_meaning,example_jp,example_en,example,lesson,section,page,textbook
アイスクリーム,,ice cream,,,,,10,1,16,できる日本語 初中級 本冊
サンプル,,sample,,,,,10,1,16,できる日本語 初中級 本冊
商品,しょうひん,"product, goods",,,,,10,1,16,できる日本語 初中級 本冊
まんじゅう,,manju (bun with bean-jam filling),,,,,10,1,16,できる日本語 初中級 本冊
ライブ,,"live (concert, broadcast)",,,,,10,1,16,できる日本語 初中級 本冊
ロック,,rock,,,,,10,1,16,できる日本語 初中級 本冊
かむ,,chew,,,,,10,1,16,できる日本語 初中級 本冊
壊す,こわす,"break, destroy",,,,,10,1,16,できる日本語 初中級 本冊
刺す,さす,"bite, sting, stick with",,,,,10,1,16,できる日本語 初中級 本冊
誘う,さそう,"invite, take out",,,,,10,1,16,できる日本語 初中級 本冊
叱る,しかる,scold,,,,,10,1,16,できる日本語 初中級 本冊
頼む,たのむ,"ask, request",,,,,10,1,16,できる日本語 初中級 本冊
違う,ちがう,"differ from, be different",,,,,10,1,16,できる日本語 初中級 本冊
取る,とる,"take, get",,100点を取る。,get 100 points,,10,1,16,できる日本語 初中級 本冊
踏む,ふむ,step on,,,,,10,1,16,できる日本語 初中級 本冊
褒める,ほめる,praise,,,,,10,1,16,できる日本語 初中級 本冊
招待・する,しょうたい・する,"invite, ask",,,,,10,1,16,できる日本語 初中級 本冊
配る,くばる,distribute,,,,,10,1,16,できる日本語 初中級 本冊
ぶつかる,,"hit, run against",,,,,10,1,16,できる日本語 初中級 本冊
撮影・する,さつえい・する,"take a picture, record video",,,,,10,1,16,できる日本語 初中級 本冊
発売・する,はつばい・する,sell,,,,,10,1,16,できる日本語 初中級 本冊
注意・する,ちゅうい・する,"advise, admonish",,係の人に注意される。,be given notice by the staff,,10,1,16,できる日本語 初中級 本冊
うまい,,"taste good, delicious",,,,,10,1,16,できる日本語 初中級 本冊
いっぱい,,full,,,,,10,1,16,できる日本語 初中級 本冊
あれ？,,What?,,,,,10,1,16,できる日本語 初中級 本冊
会場,かいじょう,"meeting place, conference hall",,,,,10,2,16,できる日本語 初中級 本冊
あっち,,(over) there (informal),,,,,10,2,16,できる日本語 初中級 本冊
お化け屋敷,おばけやしき,haunted house,,,,,10,2,16,できる日本語 初中級 本冊
向こう,むこう,"over there, the opposite (other) side",,,,,10,2,16,できる日本語 初中級 本冊
トラ,,tiger,,,,,10,2,16,できる日本語 初中級 本冊
ミルク,,milk,,,,,10,2,16,できる日本語 初中級 本冊
屋根,やね,roof,,,,,10,2,16,できる日本語 初中級 本冊
鉛筆,えんぴつ,pencil,,,,,10,2,16,できる日本語 初中級 本冊
月,つき,"moon, month",,,,,10,2,16,できる日本語 初中級 本冊
プロ,,"pro, professional",,,,,10,2,16,できる日本語 初中級 本冊
モデル,,model,,,,,10,2,16,できる日本語 初中級 本冊
多く,おおく,many,,,,,10,2,17,できる日本語 初中級 本冊
鏡,かがみ,mirror,,,,,10,2,17,できる日本語 初中級 本冊
カタカナ,,Japanese katakana script,,,,,10,2,17,できる日本語 初中級 本冊
国際,こくさい,international,,,,,10,2,17,できる日本語 初中級 本冊
柔道,じゅうどう,judo,,,,,10,2,17,できる日本語 初中級 本冊
世界,せかい,world,,,,,10,2,17,できる日本語 初中級 本冊
麦,むぎ,"wheat, barley, flour",,,,,10,2,17,できる日本語 初中級 本冊
工場,こうじょう,factory,,,,,10,2,17,できる日本語 初中級 本冊
博物館,はくぶつかん,museum,,,,,10,2,17,できる日本語 初中級 本冊
ヨーロッパ,,Europe,,,,,10,2,17,できる日本語 初中級 本冊
おやき,,oyaki (Japanese dumpling popular in Nagano prefecture),,,,,10,2,17,できる日本語 初中級 本冊
～中,じゅう,"all over ~, throughout ~",,世界中,all over the world,,10,2,17,できる日本語 初中級 本冊
～時代,じだい,~ period,,江戸時代,Edo period,,10,2,17,できる日本語 初中級 本冊
向かう,むかう,"leave for, face (a certain direction)",,,,,10,2,17,できる日本語 初中級 本冊
逃げる,にげる,"run away, escape",,,,,10,2,17,できる日本語 初中級 本冊
生きる,いきる,"live, to be alive",,,,,10,2,17,できる日本語 初中級 本冊
生まれる,うまれる,be born,,,,,10,2,17,できる日本語 初中級 本冊
行う,おこなう,perform,,,,,10,2,17,できる日本語 初中級 本冊
造る,つくる,"create, build",,,,,10,2,17,できる日本語 初中級 本冊
開く,ひらく,"open, hold",,コンサートが開かれる。,hold a concert,,10,2,17,できる日本語 初中級 本冊
建てる,たてる,build,,,,,10,2,17,できる日本語 初中級 本冊
発見・する,はっけん・する,"find, discover",,,,,10,2,17,できる日本語 初中級 本冊
発明・する,はつめい・する,invent,,,,,10,2,17,できる日本語 初中級 本冊
これから,,"from now on, after this",,,,,10,2,17,できる日本語 初中級 本冊
～によって,,due to ~,,,,,10,2,17,できる日本語 初中級 本冊
乗り場,のりば,"platform, gate, loading zone",,,,,10,もう一度聞こう,17,できる日本語 初中級 本冊
ロープウエー,,ropeway,,,,,10,もう一度聞こう,17,できる日本語 初中級 本冊
遠く,とおく,far away,,,,,10,もう一度聞こう,17,できる日本語 初中級 本冊
お待たせ,おまたせ,Sorry to keep you waiting,,,,,10,もう一度聞こう,17,できる日本語 初中級 本冊
ちょうど,,"exactly, precisely",,,,,10,もう一度聞こう,17,できる日本語 初中級 本冊
八百屋,やおや,"vegetable vendor, green grocery",,,,,11,話読聞書,18,できる日本語 初中級 本冊
おじさん,,"uncle, mister (polite term used to refer to middle-aged men)",,,,,11,話読聞書,18,できる日本語 初中級 本冊
苦労,くろう,"trouble, burden",,,,,11,話読聞書,18,できる日本語 初中級 本冊
親しい,したしい,"familiar, intimate",,,,,11,話読聞書,18,できる日本語 初中級 本冊
何度も,なんども,"over and over again, many times",,,,,11,話読聞書,18,できる日本語 初中級 本冊
話しかける,はなしかける,"talk to, speak to",,,,,11,話読聞書,18,できる日本語 初中級 本冊
彼,かれ,boyfriend,,,,,11,1,18,できる日本語 初中級 本冊
彼女,かのじょ,girlfriend,,国の彼（彼女）に会いたいです。,I miss my boyfriend (girlfriend) back home.,,11,1,18,できる日本語 初中級 本冊
こと,,"matters about ~, things about ~",,将来のこと,things about the future,,11,1,18,できる日本語 初中級 本冊
興味,きょうみ,interest,,,,,11,1,18,できる日本語 初中級 本冊
ボランティア,,volunteer,,,,,11,1,18,できる日本語 初中級 本冊
物価,ぶっか,prices of commodities,,,,,11,1,18,できる日本語 初中級 本冊
敬語,けいご,respectful language,,,,,11,1,18,できる日本語 初中級 本冊
文化,ぶんか,culture,,,,,11,1,18,できる日本語 初中級 本冊
違い,ちがい,difference,,,,,11,1,18,できる日本語 初中級 本冊
無理,むり,"overdo, take something too far",,無理をする。,overdo something,,11,1,18,できる日本語 初中級 本冊
～代,だい,"~ charges, ~ fees",,食事代,dining charges,,11,1,18,できる日本語 初中級 本冊
持つ,もつ,"have, hold",,興味を持つ。,have an interest,,11,1,18,できる日本語 初中級 本冊
節約・する,せつやく・する,"economize, be thrifty",,,,,11,1,18,できる日本語 初中級 本冊
外食・する,がいしょく・する,"dine out, eat out",,,,,11,1,18,できる日本語 初中級 本冊
ダイエット・する,,diet,,,,,11,1,18,できる日本語 初中級 本冊
太る,ふとる,"gain weight, get fat",,,,,11,1,18,できる日本語 初中級 本冊
折れる,おれる,break,,,,,11,1,18,できる日本語 初中級 本冊
故障・する,こしょう・する,"get out of order, break down",,,,,11,1,18,できる日本語 初中級 本冊
学ぶ,まなぶ,"learn, study",,,,,11,1,18,できる日本語 初中級 本冊
育てる,そだてる,"raise (a child), bring up",,,,,11,1,18,できる日本語 初中級 本冊
研究・する,けんきゅう・する,research,,,,,11,1,18,できる日本語 初中級 本冊
あんまり,,"not much, not very",,,,,11,1,18,できる日本語 初中級 本冊
だいたい,,most of the time,,,,,11,1,18,できる日本語 初中級 本冊
駅前,えきまえ,in front of the train station,,,,,11,2,18,できる日本語 初中級 本冊
具合,ぐあい,"condition, health",,,,,11,2,18,できる日本語 初中級 本冊
区役所,くやくしょ,ward office,,,,,11,2,18,できる日本語 初中級 本冊
今夜,こんや,tonight,,,,,11,2,18,できる日本語 初中級 本冊
出張・する,しゅっちょう・する,go on a business trip,,,,,11,2,18,できる日本語 初中級 本冊
打つ,うつ,hit,,,,,11,2,18,できる日本語 初中級 本冊
回る,まわる,go around,,,,,11,2,18,できる日本語 初中級 本冊
投げる,なげる,throw,,,,,11,2,18,できる日本語 初中級 本冊
あきらめる,,give up,,,,,11,2,18,できる日本語 初中級 本冊
機会,きかい,"chance, opportunity",,,,,11,もう一度聞こう,18,できる日本語 初中級 本冊
地域,ちいき,"area, region",,,,,11,もう一度聞こう,18,できる日本語 初中級 本冊
チーム,,team,,,,,11,もう一度聞こう,18,できる日本語 初中級 本冊
～君,くん,suffix for boy's names that indicates respect and familiarity,,,,,11,もう一度聞こう,18,できる日本語 初中級 本冊
シュート・する,,shoot,,,,,11,もう一度聞こう,18,できる日本語 初中級 本冊
お帰りなさい,おかえりなさい,Welcome home.,,,,,11,もう一度聞こう,18,できる日本語 初中級 本冊
よし,,"good, come on",,,,,11,もう一度聞こう,18,できる日本語 初中級 本冊
インスタント,,instant,,,,,12,話読聞書,19,できる日本語 初中級 本冊
食品,しょくひん,food,,,,,12,話読聞書,19,できる日本語 初中級 本冊
冷凍・する,れいとう・する,freeze,,,,,12,話読聞書,19,できる日本語 初中級 本冊
残す,のこす,"leave, save",,,,,12,話読聞書,19,できる日本語 初中級 本冊
残る,のこる,be left remaining,,,,,12,話読聞書,19,できる日本語 初中級 本冊
おにぎり,,rice ball,,,,,12,1,19,できる日本語 初中級 本冊
元気,げんき,"healthy, lively, spirited",,,,,12,1,19,できる日本語 初中級 本冊
元気がない,げんきがない,"feel down, low-spirited",,,,,12,1,19,できる日本語 初中級 本冊
胃,い,stomach,,,,,12,1,19,できる日本語 初中級 本冊
痛み,いたみ,pain,,,,,12,1,19,できる日本語 初中級 本冊
疲れ,つかれ,"fatigue, tiredness",,,,,12,1,19,できる日本語 初中級 本冊
湿布,しっぷ,cold (hot) compress,,,,,12,1,19,できる日本語 初中級 本冊
うがい,,gargling,,,,,12,1,19,できる日本語 初中級 本冊
ジム,,"gym, gymnasium",,,,,12,1,19,できる日本語 初中級 本冊
氷,こおり,ice,,,,,12,1,19,できる日本語 初中級 本冊
ドレッシング,,dressing,,,,,12,1,19,できる日本語 初中級 本冊
～金,きん,"~ fee, ~ charge",,入会金,admission fee,,12,1,19,できる日本語 初中級 本冊
酔う,よう,"get drunk, feel sick (at the stomach)",,,,,12,1,19,できる日本語 初中級 本冊
取れる,とれる,"relieve, break free from",,,,,12,1,19,できる日本語 初中級 本冊
入会・する,にゅうかい・する,"join, become a member of a group",,,,,12,1,19,できる日本語 初中級 本冊
さす,,hold over one's head,,傘をさす。,open an umbrella,,12,1,19,できる日本語 初中級 本冊
ガンガン,,"pounding, throbbing (state where it feels as if the pain in your head is making a large sound)",,頭がガンガンする。,I have a pounding headache.,,12,1,19,できる日本語 初中級 本冊
パンパン,,throbbing (state where it feels as if your muscles are being stretched tightly),,足がパンパンだ。,My legs are throbbing.,,12,1,19,できる日本語 初中級 本冊
フラフラ,,"groggy, dizzy, woozy (state where you cannot gather any power, are weary, or your body is swaying)",,フラフラする。,I am groggy.,,12,1,19,できる日本語 初中級 本冊
ムカムカ,,"nauseous, queasy (state where you feel like you are going to vomit due to overeating, overdrinking, or other cause)",,胃がムカムカする。,I feel sick to my stomach.,,12,1,19,できる日本語 初中級 本冊
肩,かた,shoulder,,,,,12,2,19,できる日本語 初中級 本冊
首,くび,neck,,,,,12,2,19,できる日本語 初中級 本冊
カロリー,,calorie,,,,,12,2,19,できる日本語 初中級 本冊
ジューサー,,juicer,,,,,12,2,19,できる日本語 初中級 本冊
体脂肪計,たいしぼうけい,body fat scale,,,,,12,2,19,できる日本語 初中級 本冊
体脂肪率,たいしぼうりつ,body fat percentage,,,,,12,2,19,できる日本語 初中級 本冊
ネックストレッチ,,neck stretch,,,,,12,2,19,できる日本語 初中級 本冊
マッサージ器,マッサージき,massage machine,,,,,12,2,19,できる日本語 初中級 本冊
万歩計,まんぽけい,pedometer,,,,,12,2,19,できる日本語 初中級 本冊
ストレス,,stress,,,,,12,2,19,できる日本語 初中級 本冊
虫歯,むしば,(tooth) cavity,,,,,12,2,19,できる日本語 初中級 本冊
ビタミンＣ,,vitamin C,,,,,12,2,19,できる日本語 初中級 本冊
方法,ほうほう,"method, technique, way of doing something",,,,,12,2,19,できる日本語 初中級 本冊
健康,けんこう,"health, fitness",,,,,12,2,19,できる日本語 初中級 本冊
栄養,えいよう,nutrition,,,,,12,2,19,できる日本語 初中級 本冊
ショウガ,,ginger,,,,,12,2,19,できる日本語 初中級 本冊
バランス,,balance,,,,,12,2,19,できる日本語 初中級 本冊
～不足,ぶそく,"deficiency in ~, not enough ~",,運動不足,not enough exercise,,12,2,19,できる日本語 初中級 本冊
取る,とる,"break free from, relieve",,疲れを取る。,relieve one's fatigue,,12,2,19,できる日本語 初中級 本冊
測る,はかる,measure,,,,,12,2,19,できる日本語 初中級 本冊
計算・する,けいさん・する,calculate,,,,,12,2,19,できる日本語 初中級 本冊
マッサージ・する,,massage,,,,,12,2,19,できる日本語 初中級 本冊
たまる,,build up,,,,,12,2,20,できる日本語 初中級 本冊
やせる,,"lose weight, become thin",,,,,12,2,20,できる日本語 初中級 本冊
こる,,become stiff,,,,,12,2,20,できる日本語 初中級 本冊
動かす,うごかす,"move, set in motion",,,,,12,2,20,できる日本語 初中級 本冊
眠る,ねむる,sleep,,,,,12,2,20,できる日本語 初中級 本冊
冷える,ひえる,"chill, get cold",,,,,12,2,20,できる日本語 初中級 本冊
このごろ,,"these days, nowadays",,,,,12,2,20,できる日本語 初中級 本冊
ふーん,,well…,,,,,12,2,20,できる日本語 初中級 本冊
グレープフルーツ,,grapefruit,,,,,12,もう一度聞こう,20,できる日本語 初中級 本冊
二日酔い,ふつかよい,hangover,,,,,12,もう一度聞こう,20,できる日本語 初中級 本冊
温める,あたためる,warm,,,,,12,もう一度聞こう,20,できる日本語 初中級 本冊
気をつける,きをつける,be careful,,,,,12,もう一度聞こう,20,できる日本語 初中級 本冊
自然,しぜん,nature,,,,,13,話読聞書,21,できる日本語 初中級 本冊
釣る,つる,fish,,,,,13,話読聞書,21,できる日本語 初中級 本冊
不利（な）,ふり,disadvantageous,,,,,13,話読聞書,21,できる日本語 初中級 本冊
手に入れる,てにいれる,"obtain, acquire",,,,,13,話読聞書,21,できる日本語 初中級 本冊
親,おや,parent,,,,,13,1,21,できる日本語 初中級 本冊
父親,ちちおや,father,,,,,13,1,21,できる日本語 初中級 本冊
母親,ははおや,mother,,,,,13,1,21,できる日本語 初中級 本冊
子ども,こども,"child, kid",,近所の子ども,neighborhood child,,13,1,21,できる日本語 初中級 本冊
家事,かじ,housework,,,,,13,1,21,できる日本語 初中級 本冊
コーチ,,coach,,,,,13,1,21,できる日本語 初中級 本冊
塾,じゅく,after-school cram school,,,,,13,1,21,できる日本語 初中級 本冊
数学,すうがく,"mathematics, math",,,,,13,1,21,できる日本語 初中級 本冊
ゲームセンター,,game center,,,,,13,1,21,できる日本語 初中級 本冊
ころ,,when I was ~,,,,,13,1,21,できる日本語 初中級 本冊
～キロ,,"~ kilometers, ~ kilograms",,,,,13,1,21,できる日本語 初中級 本冊
～ずつ,,every ~,,,,,13,1,21,できる日本語 初中級 本冊
騒ぐ,さわぐ,"be noisy, act up",,,,,13,1,21,できる日本語 初中級 本冊
世話・する,せわ・する,take care of,,,,,13,1,21,できる日本語 初中級 本冊
えらい,,"great, excellent, well done",,,,,13,1,21,できる日本語 初中級 本冊
この間,このあいだ,"the other day, during this time",,,,,13,1,21,できる日本語 初中級 本冊
必ず,かならず,"by all means, certainly",,,,,13,1,21,できる日本語 初中級 本冊
やっぱり,,after all,,,,,13,1,21,できる日本語 初中級 本冊
夜遅く,よるおそく,late at night,,,,,13,1,21,できる日本語 初中級 本冊
うち,,"I, me",,うちの親,my parents,,13,2,21,できる日本語 初中級 本冊
海外,かいがい,overseas,,,,,13,2,21,できる日本語 初中級 本冊
曲,きょく,song track,,,,,13,2,21,できる日本語 初中級 本冊
教育,きょういく,education,,,,,13,2,21,できる日本語 初中級 本冊
化粧品,けしょうひん,cosmetics,,,,,13,2,21,できる日本語 初中級 本冊
けんか・する,,argue,,,,,13,2,21,できる日本語 初中級 本冊
泣く,なく,cry,,,,,13,2,21,できる日本語 初中級 本冊
残す,のこす,"leave, save",,,,,13,2,21,できる日本語 初中級 本冊
やる,,do,,宿題をやる。,do my homework,,13,2,21,できる日本語 初中級 本冊
厳しい,きびしい,"strict, severe",,,,,13,2,21,できる日本語 初中級 本冊
うれしい,,"happy, glad",,,,,13,2,21,できる日本語 初中級 本冊
熱心（な）,ねっしん,"eager, enthusiastic, devoted",,,,,13,2,21,できる日本語 初中級 本冊
何でも,なんでも,anything,,,,,13,2,21,できる日本語 初中級 本冊
僕,ぼく,"I, me (informal, used primarily by young men)",,,,,13,もう一度聞こう,21,できる日本語 初中級 本冊
祖母,そぼ,grandmother,,,,,13,もう一度聞こう,21,できる日本語 初中級 本冊
おもちゃ,,toy,,,,,13,もう一度聞こう,21,できる日本語 初中級 本冊
役に立つ,やくにたつ,be useful,,,,,13,もう一度聞こう,21,できる日本語 初中級 本冊
ちゃんと,,properly,,,,,13,もう一度聞こう,21,できる日本語 初中級 本冊
仕方がない,しかたがない,"no choice, have no alternative",,,,,13,もう一度聞こう,21,できる日本語 初中級 本冊
漫画家,まんがか,cartoonist,,,,,14,話読聞書,22,できる日本語 初中級 本冊
～部,ぶ,"~ department, ~ section",,,,,14,話読聞書,22,できる日本語 初中級 本冊
メジャー（な）,,major,,,,,14,話読聞書,22,できる日本語 初中級 本冊
連載・する,れんさい・する,appear serially (in a publication),,,,,14,話読聞書,22,できる日本語 初中級 本冊
スタート・する,,start,,,,,14,話読聞書,22,できる日本語 初中級 本冊
ヒット・する,,be a hit,,,,,14,話読聞書,22,できる日本語 初中級 本冊
奨学金,しょうがくきん,scholarship,,,,,14,話読聞書,22,できる日本語 初中級 本冊
支援・する,しえん・する,support,,,,,14,話読聞書,22,できる日本語 初中級 本冊
女の子,おんなのこ,girl,,,,,14,1,22,できる日本語 初中級 本冊
おせち料理,おせちりょうり,traditional New Year's food (primarily food eaten to celebrate the New Year),,,,,14,1,22,できる日本語 初中級 本冊
行事,ぎょうじ,"event, occasion",,,,,14,1,22,できる日本語 初中級 本冊
敬老の日,けいろうのひ,Respect-for-the-Aged Day (a national holiday held in September for revering the elderly and wishing them a long life),,,,,14,1,22,できる日本語 初中級 本冊
（お）正月,しょうがつ,New Year's holidays,,,,,14,1,22,できる日本語 初中級 本冊
七五三,しちごさん,"Seven-Five-Three Festival (celebrating the growth of children: boys at three and five, girls at three and seven years old)",,,,,14,1,22,できる日本語 初中級 本冊
新年,しんねん,New Year's Day,,,,,14,1,22,できる日本語 初中級 本冊
成人式,せいじんしき,Coming-of-Age Ceremony (celebrating when a person reaches 20 years old and is considered an adult),,,,,14,1,22,できる日本語 初中級 本冊
節分,せつぶん,"Traditional end of winter (the day before the traditional beginning of spring, around February 3; beans are thrown to ward off evil)",,,,,14,1,22,できる日本語 初中級 本冊
ひなまつり,,Doll Festival (held on March 3 to celebrate the growth of young girls),,,,,14,1,22,できる日本語 初中級 本冊
（お）赤飯,せきはん,festive red rice,,,,,14,1,22,できる日本語 初中級 本冊
布,ぬの,fabric,,,,,14,1,22,できる日本語 初中級 本冊
年賀状,ねんがじょう,new year's greeting card,,,,,14,1,22,できる日本語 初中級 本冊
はがき,,postcard,,,,,14,1,22,できる日本語 初中級 本冊
ふろしき,,cloth for wrapping things,,,,,14,1,22,できる日本語 初中級 本冊
ランドセル,,"satchel, school backpack for elementary school",,,,,14,1,22,できる日本語 初中級 本冊
ウナギ,,eel,,,,,14,1,22,できる日本語 初中級 本冊
大晦日,おおみそか,new year's eve,,,,,14,1,22,できる日本語 初中級 本冊
数,かず,number,,,,,14,1,22,できる日本語 初中級 本冊
（お）金持ち,かねもち,rich person,,,,,14,1,22,できる日本語 初中級 本冊
スイカ,,watermelon,,,,,14,1,22,できる日本語 初中級 本冊
ブルーベリー,,blueberry,,,,,14,1,22,できる日本語 初中級 本冊
ミカン,,tangerine,,,,,14,1,22,できる日本語 初中級 本冊
豆,まめ,bean,,,,,14,1,22,できる日本語 初中級 本冊
ユズ,,yuzu (Chinese lemon),,,,,14,1,22,できる日本語 初中級 本冊
冬至,とうじ,winter solstice,,,,,14,1,22,できる日本語 初中級 本冊
年,とし,"age, year",,,,,14,1,22,できる日本語 初中級 本冊
土用の丑の日,どようのうしのひ,Midsummer Day of the Ox,,,,,14,1,22,できる日本語 初中級 本冊
招き猫,まねきねこ,"Welcoming cat (statue of a cat with its front paw beckoning customers, used as a storefront decoration)",,,,,14,1,22,できる日本語 初中級 本冊
遊び,あそび,"game, play",,,,,14,1,22,できる日本語 初中級 本冊
お盆,おぼん,obon festival,,,,,14,1,22,できる日本語 初中級 本冊
空手,からて,karate,,,,,14,1,22,できる日本語 初中級 本冊
餃子,ぎょうざ,"dumpling, potstickers",,,,,14,1,22,できる日本語 初中級 本冊
ごちそう,,"big meal, feast",,,,,14,1,22,できる日本語 初中級 本冊
シチュー,,stew,,,,,14,1,22,できる日本語 初中級 本冊
将棋,しょうぎ,shogi (Japanese chess),,,,,14,1,22,できる日本語 初中級 本冊
先祖,せんぞ,ancestor,,,,,14,1,22,できる日本語 初中級 本冊
チェス,,chess,,,,,14,1,22,できる日本語 初中級 本冊
テコンドー,,tae kwon do,,,,,14,1,22,できる日本語 初中級 本冊
焼き鳥,やきとり,yakitori (skewered grilled chicken),,,,,14,1,23,できる日本語 初中級 本冊
大勢,おおぜい,"crowd, in large numbers",,,,,14,1,23,できる日本語 初中級 本冊
カボチャ,,pumpkin,,,,,14,1,23,できる日本語 初中級 本冊
山車,だし,parade float,,,,,14,1,23,できる日本語 初中級 本冊
～型,がた,type ~,,A型,type A,,14,1,23,できる日本語 初中級 本冊
～県,けん,~ prefecture,,長崎県,Nagasaki prefecture,,14,1,23,できる日本語 初中級 本冊
祈る,いのる,pray,,,,,14,1,23,できる日本語 初中級 本冊
祝う,いわう,"celebrate, mark an occasion of, congratulate on",,,,,14,1,23,できる日本語 初中級 本冊
包む,つつむ,"wrap up, roll up",,,,,14,1,23,できる日本語 初中級 本冊
お祝い・する,おいわい・する,celebrate,,,,,14,1,23,できる日本語 初中級 本冊
成長・する,せいちょう・する,"grow, develop",,,,,14,1,23,できる日本語 初中級 本冊
感謝・する,かんしゃ・する,"thank, express appreciation",,,,,14,1,23,できる日本語 初中級 本冊
飾る,かざる,"decorate, put up a decoration",,,,,14,1,23,できる日本語 初中級 本冊
長生き・する,ながいき・する,live a long life,,,,,14,1,23,できる日本語 初中級 本冊
夏バテ・する,なつバテ・する,suffer from the summer heat,,,,,14,1,23,できる日本語 初中級 本冊
踊る,おどる,dance,,,,,14,1,23,できる日本語 初中級 本冊
おもちゃ,,toy,,,,,14,2,23,できる日本語 初中級 本冊
彼女,かのじょ,she,,,,,14,2,23,できる日本語 初中級 本冊
彼,かれ,he,,A：山田さんは英語が上手だね。B：彼（彼女）はイギリスに留学したことがあるから。,A: Mr. (Ms.) Yamada's English is really good. B: That's because he (she) has studied in the U.K.,,14,2,23,できる日本語 初中級 本冊
みんな,,everyone,,,,,14,2,23,できる日本語 初中級 本冊
置物,おきもの,ornament,,,,,14,2,23,できる日本語 初中級 本冊
火事,かじ,fire,,,,,14,2,23,できる日本語 初中級 本冊
カメ,,"turtle, tortoise",,,,,14,2,23,できる日本語 初中級 本冊
菊,きく,chrysanthemum,,,,,14,2,23,できる日本語 初中級 本冊
くし,,hair comb,,,,,14,2,23,できる日本語 初中級 本冊
5円玉,ごえんだま,five yen coin,,,,,14,2,23,できる日本語 初中級 本冊
食器,しょっき,"dishes, tableware",,,,,14,2,23,できる日本語 初中級 本冊
シンボル,,symbol,,,,,14,2,23,できる日本語 初中級 本冊
ストーブ,,"stove, space heater",,,,,14,2,23,できる日本語 初中級 本冊
（お）葬式,そうしき,funeral ceremony,,,,,14,2,23,できる日本語 初中級 本冊
涙,なみだ,tears,,,,,14,2,23,できる日本語 初中級 本冊
ハンカチ,,handkerchief,,,,,14,2,23,できる日本語 初中級 本冊
（お）見舞い,みまい,visit a sick person,,,,,14,2,23,できる日本語 初中級 本冊
ライター,,lighter,,,,,14,2,23,できる日本語 初中級 本冊
～祝い,いわい,in celebration of ~,,結婚祝い,wedding present,,14,2,23,できる日本語 初中級 本冊
贈る,おくる,give a gift,,,,,14,2,23,できる日本語 初中級 本冊
増える,ふえる,"increase, grow in number",,,,,14,2,23,できる日本語 初中級 本冊
発音・する,はつおん・する,pronounce,,,,,14,2,23,できる日本語 初中級 本冊
連想・する,れんそう・する,make an association of ideas,,,,,14,2,23,できる日本語 初中級 本冊
恥ずかしい,はずかしい,embarrassing,,,,,14,2,23,できる日本語 初中級 本冊
嫌（な）,いや,"disagreeable, unpleasant",,,,,14,2,23,できる日本語 初中級 本冊
鬼,おに,"demon, devil",,,,,14,もう一度聞こう,23,できる日本語 初中級 本冊
ハロウィーン,,Halloween,,,,,14,もう一度聞こう,23,できる日本語 初中級 本冊
お化け,おばけ,ghost,,,,,14,もう一度聞こう,23,できる日本語 初中級 本冊
いたずら・する,,"trick or treat, do mischief",,,,,14,もう一度聞こう,23,できる日本語 初中級 本冊
気にする,きにする,"feel uneasy, be worried (about)",,,,,14,もう一度聞こう,23,できる日本語 初中級 本冊
自信,じしん,confidence,,,,,15,話読聞書,24,できる日本語 初中級 本冊
知り合い,しりあい,acquaintance,,,,,15,話読聞書,24,できる日本語 初中級 本冊
大成功,だいせいこう,great success,,,,,15,話読聞書,24,できる日本語 初中級 本冊
ポスター,,poster,,,,,15,話読聞書,24,できる日本語 初中級 本冊
積極的（な）,せっきょくてき,"proactive, positive",,,,,15,話読聞書,24,できる日本語 初中級 本冊
原因,げんいん,cause,,,,,15,1,24,できる日本語 初中級 本冊
食料品,しょくりょうひん,food items,,,,,15,1,24,できる日本語 初中級 本冊
増加・する,ぞうか・する,increase,,,,,15,1,24,できる日本語 初中級 本冊
問題,もんだい,"problem, issue",,,,,15,1,24,できる日本語 初中級 本冊
レコード,,record,,,,,15,1,24,できる日本語 初中級 本冊
貿易,ぼうえき,foreign trade,,,,,15,1,24,できる日本語 初中級 本冊
事情,じじょう,"situation, circumstances, conditions",,,,,15,1,24,できる日本語 初中級 本冊
温暖（な）,おんだん,warm,,,,,15,1,24,できる日本語 初中級 本冊
英会話,えいかいわ,English conversation,,,,,15,1,24,できる日本語 初中級 本冊
女性,じょせい,female,,,,,15,1,24,できる日本語 初中級 本冊
男性,だんせい,male,,,,,15,1,24,できる日本語 初中級 本冊
地球,ちきゅう,the Earth,,,,,15,1,24,できる日本語 初中級 本冊
直接,ちょくせつ,direct,,,,,15,1,24,できる日本語 初中級 本冊
輸入・する,ゆにゅう・する,import,,,,,15,1,24,できる日本語 初中級 本冊
洋服,ようふく,(Western-style) clothing,,,,,15,1,24,できる日本語 初中級 本冊
理由,りゆう,reason,,,,,15,1,24,できる日本語 初中級 本冊
グラフ,,graph,,,,,15,1,24,できる日本語 初中級 本冊
～化,か,change into ~,,温暖化,global warming,,15,1,24,できる日本語 初中級 本冊
～倍,ばい,by ~ times,,2倍,twice as much,,15,1,24,できる日本語 初中級 本冊
下がる,さがる,"fall, drop",,値段が下がる。,the price drops,,15,1,24,できる日本語 初中級 本冊
飼う,かう,raise (a pet or other animal),,,,,15,1,24,できる日本語 初中級 本冊
咲く,さく,blossom,,,,,15,1,24,できる日本語 初中級 本冊
